           0.000000   206.57      0.23924      4.06122-321   205.88     -0.10634      4.06122-321   206.54     -0.43290      4.06122-321
           0.267702   405.27       76.830       0.0000       405.73       76.573       0.0000       406.10       76.916       0.0000    
           0.268087   405.25       76.941       0.0000       405.71       76.680       0.0000       406.07       77.027       0.0000    
           0.268700   405.21       77.117       0.0000       405.68       76.851       0.0000       406.04       77.204       0.0000    
           0.268700   405.21       77.117       0.0000       405.68       76.851       0.0000       406.04       77.204       0.0000    
           0.268783   405.21       77.140       0.0000       405.68       76.874       0.0000       406.03       77.227       0.0000    
           0.269026   405.20       77.210       0.0000       405.67       76.941       0.0000       406.02       77.297       0.0000    
           0.269026   405.20       77.210       0.0000       405.67       76.941       0.0000       406.02       77.297       0.0000    
           0.269119   405.19       77.237       0.0000       405.66       76.967       0.0000       406.01       77.324       0.0000    
           0.269665   405.16       77.394       0.0000       405.64       77.119       0.0000       405.98       77.481       0.0000    
           0.269665   405.16       77.394       0.0000       405.64       77.119       0.0000       405.98       77.481       0.0000    
           0.269833   405.15       77.442       0.0000       405.63       77.166       0.0000       405.97       77.529       0.0000    
           0.270368   405.13       77.595       0.0000       405.60       77.314       0.0000       405.94       77.683       0.0000    
           0.270368   405.13       77.595       0.0000       405.60       77.314       0.0000       405.94       77.683       0.0000    
           0.270724   405.11       77.697       0.0000       405.59       77.413       0.0000       405.92       77.785       0.0000    
           0.271185   405.08       77.830       0.0000       405.56       77.541       0.0000       405.90       77.917       0.0000    
           0.271185   405.08       77.830       0.0000       405.56       77.541       0.0000       405.90       77.917       0.0000    
           0.271404   405.07       77.893       0.0000       405.55       77.603       0.0000       405.88       77.981       0.0000    
           0.271677   405.06       77.971       0.0000       405.54       77.678       0.0000       405.87       78.059       0.0000    
           0.271677   405.06       77.971       0.0000       405.54       77.678       0.0000       405.87       78.059       0.0000    
           0.271733   405.05       77.987       0.0000       405.54       77.694       0.0000       405.86       78.075       0.0000    
           0.272142   405.03       78.104       0.0000       405.52       77.808       0.0000       405.84       78.192       0.0000    
           0.272142   405.03       78.104       0.0000       405.52       77.808       0.0000       405.84       78.192       0.0000    
           0.272257   405.02       78.137       0.0000       405.51       77.840       0.0000       405.83       78.225       0.0000    
           0.272829   404.99       78.301       0.0000       405.48       77.999       0.0000       405.80       78.389       0.0000    
           0.272829   404.99       78.301       0.0000       405.48       77.999       0.0000       405.80       78.389       0.0000    
           0.273095   404.98       78.377       0.0000       405.47       78.073       0.0000       405.78       78.466       0.0000    
           0.273608   404.95       78.524       0.0000       405.44       78.216       0.0000       405.75       78.613       0.0000    
           0.273608   404.95       78.524       0.0000       405.44       78.216       0.0000       405.75       78.613       0.0000    
           0.273811   404.94       78.583       0.0000       405.43       78.272       0.0000       405.74       78.671       0.0000    
           0.274173   404.92       78.686       0.0000       405.42       78.373       0.0000       405.72       78.775       0.0000    
           0.274173   404.92       78.686       0.0000       405.42       78.373       0.0000       405.72       78.775       0.0000    
           0.274447   404.91       78.765       0.0000       405.40       78.449       0.0000       405.70       78.854       0.0000    
           0.274872   404.88       78.887       0.0000       405.38       78.568       0.0000       405.68       78.976       0.0000    
           0.274872   404.88       78.887       0.0000       405.38       78.568       0.0000       405.68       78.976       0.0000    
           0.275143   404.87       78.964       0.0000       405.37       78.643       0.0000       405.66       79.053       0.0000    
           0.275498   404.85       79.066       0.0000       405.35       78.742       0.0000       405.64       79.155       0.0000    
           0.275498   404.85       79.066       0.0000       405.35       78.742       0.0000       405.64       79.155       0.0000    
           0.275699   404.84       79.123       0.0000       405.34       78.798       0.0000       405.63       79.212       0.0000    
           0.276057   404.82       79.226       0.0000       405.32       78.898       0.0000       405.61       79.315       0.0000    
           0.276057   404.82       79.226       0.0000       405.32       78.898       0.0000       405.61       79.315       0.0000    
           0.276458   404.80       79.341       0.0000       405.30       79.010       0.0000       405.58       79.430       0.0000    
           0.276886   404.78       79.463       0.0000       405.28       79.129       0.0000       405.56       79.553       0.0000    
           0.276886   404.78       79.463       0.0000       405.28       79.129       0.0000       405.56       79.553       0.0000    
           0.277088   404.77       79.521       0.0000       405.27       79.185       0.0000       405.55       79.610       0.0000    
           0.277314   404.75       79.586       0.0000       405.26       79.248       0.0000       405.53       79.675       0.0000    
           0.277314   404.75       79.586       0.0000       405.26       79.248       0.0000       405.53       79.675       0.0000    
           0.277653   404.73       79.683       0.0000       405.24       79.342       0.0000       405.51       79.772       0.0000    
           0.278079   404.71       79.805       0.0000       405.22       79.461       0.0000       405.49       79.894       0.0000    
           0.278079   404.71       79.805       0.0000       405.22       79.461       0.0000       405.49       79.894       0.0000    
           0.278278   404.70       79.862       0.0000       405.21       79.517       0.0000       405.47       79.951       0.0000    
           0.278567   404.69       79.945       0.0000       405.20       79.597       0.0000       405.46       80.034       0.0000    
           0.278567   404.69       79.945       0.0000       405.20       79.597       0.0000       405.46       80.034       0.0000    
           0.278748   404.68       79.997       0.0000       405.19       79.648       0.0000       405.44       80.086       0.0000    
           0.279178   404.65       80.120       0.0000       405.17       79.768       0.0000       405.42       80.209       0.0000    
           0.279178   404.65       80.120       0.0000       405.17       79.768       0.0000       405.42       80.209       0.0000    
           0.279303   404.65       80.155       0.0000       405.16       79.803       0.0000       405.41       80.244       0.0000    
           0.279750   404.62       80.283       0.0000       405.14       79.927       0.0000       405.38       80.372       0.0000    
           0.279750   404.62       80.283       0.0000       405.14       79.927       0.0000       405.38       80.372       0.0000    
           0.280146   404.60       80.397       0.0000       405.12       80.038       0.0000       405.36       80.486       0.0000    
           0.280650   404.57       80.541       0.0000       405.09       80.179       0.0000       405.33       80.630       0.0000    
           0.280650   404.57       80.541       0.0000       405.09       80.179       0.0000       405.33       80.630       0.0000    
           0.280829   404.56       80.592       0.0000       405.08       80.228       0.0000       405.32       80.681       0.0000    
           0.281062   404.55       80.659       0.0000       405.07       80.293       0.0000       405.30       80.747       0.0000    
           0.281062   404.55       80.659       0.0000       405.07       80.293       0.0000       405.30       80.747       0.0000    
           0.281354   404.53       80.742       0.0000       405.06       80.375       0.0000       405.29       80.831       0.0000    
           0.281803   404.51       80.871       0.0000       405.03       80.500       0.0000       405.26       80.959       0.0000    
           0.281803   404.51       80.871       0.0000       405.03       80.500       0.0000       405.26       80.959       0.0000    
           0.282132   404.49       80.965       0.0000       405.02       80.592       0.0000       405.24       81.053       0.0000    
           0.282468   404.47       81.061       0.0000       405.00       80.686       0.0000       405.22       81.149       0.0000    
           0.282468   404.47       81.061       0.0000       405.00       80.686       0.0000       405.22       81.149       0.0000    
           0.282507   404.47       81.072       0.0000       405.00       80.697       0.0000       405.21       81.160       0.0000    
           0.282807   404.46       81.158       0.0000       404.98       80.781       0.0000       405.20       81.246       0.0000    
           0.282807   404.46       81.158       0.0000       404.98       80.781       0.0000       405.20       81.246       0.0000    
           0.283214   404.43       81.274       0.0000       404.96       80.894       0.0000       405.17       81.362       0.0000    
           0.283803   404.40       81.442       0.0000       404.93       81.059       0.0000       405.13       81.530       0.0000    
           0.283803   404.40       81.442       0.0000       404.93       81.059       0.0000       405.13       81.530       0.0000    
           0.283940   404.39       81.482       0.0000       404.92       81.097       0.0000       405.13       81.569       0.0000    
           0.284162   404.38       81.545       0.0000       404.91       81.159       0.0000       405.11       81.633       0.0000    
           0.284162   404.38       81.545       0.0000       404.91       81.159       0.0000       405.11       81.633       0.0000    
           0.284275   404.38       81.577       0.0000       404.91       81.191       0.0000       405.10       81.665       0.0000    
           0.284766   404.35       81.718       0.0000       404.88       81.328       0.0000       405.07       81.805       0.0000    
           0.284766   404.35       81.718       0.0000       404.88       81.328       0.0000       405.07       81.805       0.0000    
           0.284872   404.34       81.748       0.0000       404.87       81.358       0.0000       405.07       81.835       0.0000    
           0.285387   404.31       81.895       0.0000       404.85       81.502       0.0000       405.04       81.982       0.0000    
           0.285387   404.31       81.895       0.0000       404.85       81.502       0.0000       405.04       81.982       0.0000    
           0.285446   404.31       81.912       0.0000       404.85       81.518       0.0000       405.03       81.999       0.0000    
           0.285969   404.28       82.061       0.0000       404.82       81.665       0.0000       405.00       82.148       0.0000    
           0.285969   404.28       82.061       0.0000       404.82       81.665       0.0000       405.00       82.148       0.0000    
           0.286199   404.27       82.127       0.0000       404.81       81.729       0.0000       404.98       82.214       0.0000    
           0.286768   404.24       82.289       0.0000       404.78       81.888       0.0000       404.95       82.376       0.0000    
           0.286768   404.24       82.289       0.0000       404.78       81.888       0.0000       404.95       82.376       0.0000    
           0.287141   404.22       82.396       0.0000       404.76       81.992       0.0000       404.92       82.482       0.0000    
           0.287539   404.20       82.510       0.0000       404.74       82.104       0.0000       404.90       82.596       0.0000    
           0.287539   404.20       82.510       0.0000       404.74       82.104       0.0000       404.90       82.596       0.0000    
           0.287620   404.19       82.533       0.0000       404.73       82.126       0.0000       404.89       82.619       0.0000    
           0.287876   404.18       82.606       0.0000       404.72       82.198       0.0000       404.88       82.691       0.0000    
           0.287876   404.18       82.606       0.0000       404.72       82.198       0.0000       404.88       82.691       0.0000    
           0.288436   404.15       82.766       0.0000       404.69       82.355       0.0000       404.84       82.851       0.0000    
           0.288436   404.15       82.766       0.0000       404.69       82.355       0.0000       404.84       82.851       0.0000    
           0.288877   404.12       82.892       0.0000       404.67       82.478       0.0000       404.81       82.976       0.0000    
           0.289493   404.09       83.067       0.0000       404.63       82.651       0.0000       404.78       83.152       0.0000    
           0.289493   404.09       83.067       0.0000       404.63       82.651       0.0000       404.78       83.152       0.0000    
           0.289541   404.09       83.081       0.0000       404.63       82.664       0.0000       404.77       83.165       0.0000    
           0.289729   404.08       83.135       0.0000       404.62       82.717       0.0000       404.76       83.219       0.0000    
           0.289729   404.08       83.135       0.0000       404.62       82.717       0.0000       404.76       83.219       0.0000    
           0.289885   404.07       83.179       0.0000       404.61       82.761       0.0000       404.75       83.263       0.0000    
           0.290465   404.04       83.345       0.0000       404.58       82.923       0.0000       404.71       83.428       0.0000    
           0.290465   404.04       83.345       0.0000       404.58       82.923       0.0000       404.71       83.428       0.0000    
           0.290542   404.03       83.367       0.0000       404.58       82.944       0.0000       404.71       83.450       0.0000    
           0.291013   404.01       83.501       0.0000       404.55       83.076       0.0000       404.68       83.584       0.0000    
           0.291013   404.01       83.501       0.0000       404.55       83.076       0.0000       404.68       83.584       0.0000    
           0.291341   403.99       83.595       0.0000       404.54       83.168       0.0000       404.66       83.677       0.0000    
           0.291893   403.96       83.752       0.0000       404.51       83.323       0.0000       404.62       83.834       0.0000    
           0.291893   403.96       83.752       0.0000       404.51       83.323       0.0000       404.62       83.834       0.0000    
           0.292098   403.95       83.811       0.0000       404.50       83.380       0.0000       404.61       83.892       0.0000    
           0.292399   403.93       83.896       0.0000       404.48       83.465       0.0000       404.59       83.978       0.0000    
           0.292399   403.93       83.896       0.0000       404.48       83.465       0.0000       404.59       83.978       0.0000    
           0.292747   403.91       83.996       0.0000       404.46       83.562       0.0000       404.57       84.077       0.0000    
           0.293170   403.89       84.116       0.0000       404.44       83.681       0.0000       404.54       84.197       0.0000    
           0.293170   403.89       84.116       0.0000       404.44       83.681       0.0000       404.54       84.197       0.0000    
           0.293399   403.87       84.182       0.0000       404.43       83.745       0.0000       404.52       84.262       0.0000    
           0.293679   403.86       84.262       0.0000       404.41       83.824       0.0000       404.50       84.341       0.0000    
           0.293679   403.86       84.262       0.0000       404.41       83.824       0.0000       404.50       84.341       0.0000    
           0.293889   403.85       84.321       0.0000       404.40       83.883       0.0000       404.49       84.401       0.0000    
           0.294288   403.83       84.435       0.0000       404.38       83.995       0.0000       404.47       84.514       0.0000    
           0.294288   403.83       84.435       0.0000       404.38       83.995       0.0000       404.47       84.514       0.0000    
           0.294611   403.81       84.527       0.0000       404.36       84.085       0.0000       404.44       84.606       0.0000    
           0.295030   403.78       84.647       0.0000       404.34       84.203       0.0000       404.42       84.725       0.0000    
           0.295030   403.78       84.647       0.0000       404.34       84.203       0.0000       404.42       84.725       0.0000    
           0.295260   403.77       84.712       0.0000       404.33       84.267       0.0000       404.40       84.790       0.0000    
           0.295565   403.75       84.799       0.0000       404.31       84.353       0.0000       404.38       84.877       0.0000    
           0.295565   403.75       84.799       0.0000       404.31       84.353       0.0000       404.38       84.877       0.0000    
           0.295652   403.75       84.824       0.0000       404.31       84.377       0.0000       404.38       84.901       0.0000    
           0.296050   403.73       84.937       0.0000       404.28       84.489       0.0000       404.35       85.014       0.0000    
           0.296050   403.73       84.937       0.0000       404.28       84.489       0.0000       404.35       85.014       0.0000    
           0.296272   403.72       85.000       0.0000       404.27       84.551       0.0000       404.34       85.077       0.0000    
           0.296813   403.69       85.155       0.0000       404.24       84.703       0.0000       404.30       85.230       0.0000    
           0.296813   403.69       85.155       0.0000       404.24       84.703       0.0000       404.30       85.230       0.0000    
           0.297232   403.66       85.274       0.0000       404.22       84.821       0.0000       404.27       85.349       0.0000    
           0.297232   403.66       85.274       0.0000       404.22       84.821       0.0000       404.27       85.349       0.0000    
           0.297818   403.63       85.441       0.0000       404.19       84.985       0.0000       404.23       85.515       0.0000    
           0.298434   403.60       85.617       0.0000       404.15       85.159       0.0000       404.19       85.689       0.0000    
           0.298434   403.60       85.617       0.0000       404.15       85.159       0.0000       404.19       85.689       0.0000    
           0.298479   403.59       85.629       0.0000       404.15       85.171       0.0000       404.19       85.702       0.0000    
           0.298479   403.59       85.629       0.0000       404.15       85.171       0.0000       404.19       85.702       0.0000    
           0.298932   403.57       85.758       0.0000       404.13       85.298       0.0000       404.16       85.830       0.0000    
           0.299559   403.53       85.937       0.0000       404.09       85.475       0.0000       404.12       86.008       0.0000    
           0.299559   403.53       85.937       0.0000       404.09       85.475       0.0000       404.12       86.008       0.0000    
           0.299611   403.53       85.952       0.0000       404.09       85.489       0.0000       404.11       86.023       0.0000    
           0.299786   403.52       86.001       0.0000       404.08       85.539       0.0000       404.10       86.072       0.0000    
           0.299786   403.52       86.001       0.0000       404.08       85.539       0.0000       404.10       86.072       0.0000    
           0.300093   403.50       86.089       0.0000       404.06       85.625       0.0000       404.08       86.159       0.0000    
           0.300669   403.47       86.253       0.0000       404.03       85.787       0.0000       404.04       86.322       0.0000    
           0.300669   403.47       86.253       0.0000       404.03       85.787       0.0000       404.04       86.322       0.0000    
           0.300827   403.46       86.298       0.0000       404.02       85.831       0.0000       404.03       86.366       0.0000    
           0.301148   403.44       86.389       0.0000       404.00       85.921       0.0000       404.01       86.457       0.0000    
           0.301148   403.44       86.389       0.0000       404.00       85.921       0.0000       404.01       86.457       0.0000    
           0.301369   403.43       86.452       0.0000       403.99       85.984       0.0000       404.00       86.520       0.0000    
           0.301840   403.41       86.586       0.0000       403.97       86.116       0.0000       403.96       86.653       0.0000    
           0.301840   403.41       86.586       0.0000       403.97       86.116       0.0000       403.96       86.653       0.0000    
           0.301986   403.40       86.628       0.0000       403.96       86.157       0.0000       403.95       86.694       0.0000    
           0.302393   403.37       86.743       0.0000       403.94       86.272       0.0000       403.93       86.809       0.0000    
           0.302393   403.37       86.743       0.0000       403.94       86.272       0.0000       403.93       86.809       0.0000    
           0.302895   403.35       86.886       0.0000       403.91       86.413       0.0000       403.89       86.951       0.0000    
           0.302895   403.35       86.886       0.0000       403.91       86.413       0.0000       403.89       86.951       0.0000    
           0.303440   403.32       87.041       0.0000       403.88       86.566       0.0000       403.86       87.105       0.0000    
           0.304049   403.28       87.214       0.0000       403.84       86.738       0.0000       403.81       87.277       0.0000    
           0.304049   403.28       87.214       0.0000       403.84       86.738       0.0000       403.81       87.277       0.0000    
           0.304075   403.28       87.222       0.0000       403.84       86.745       0.0000       403.81       87.284       0.0000    
           0.304158   403.28       87.246       0.0000       403.84       86.768       0.0000       403.81       87.308       0.0000    
           0.304158   403.28       87.246       0.0000       403.84       86.768       0.0000       403.81       87.308       0.0000    
           0.304235   403.27       87.267       0.0000       403.83       86.790       0.0000       403.80       87.329       0.0000    
           0.304837   403.24       87.439       0.0000       403.80       86.960       0.0000       403.76       87.499       0.0000    
           0.304837   403.24       87.439       0.0000       403.80       86.960       0.0000       403.76       87.499       0.0000    
           0.305128   403.22       87.521       0.0000       403.78       87.041       0.0000       403.74       87.581       0.0000    
           0.305680   403.19       87.678       0.0000       403.75       87.197       0.0000       403.70       87.737       0.0000    
           0.305680   403.19       87.678       0.0000       403.75       87.197       0.0000       403.70       87.737       0.0000    
           0.306016   403.17       87.774       0.0000       403.73       87.291       0.0000       403.68       87.831       0.0000    
           0.306353   403.15       87.870       0.0000       403.71       87.387       0.0000       403.66       87.927       0.0000    
           0.306353   403.15       87.870       0.0000       403.71       87.387       0.0000       403.66       87.927       0.0000    
           0.306444   403.15       87.895       0.0000       403.71       87.412       0.0000       403.65       87.952       0.0000    
           0.306737   403.13       87.979       0.0000       403.69       87.495       0.0000       403.63       88.035       0.0000    
           0.306737   403.13       87.979       0.0000       403.69       87.495       0.0000       403.63       88.035       0.0000    
           0.306951   403.12       88.040       0.0000       403.68       87.555       0.0000       403.62       88.095       0.0000    
           0.307489   403.09       88.192       0.0000       403.65       87.707       0.0000       403.58       88.247       0.0000    
           0.307489   403.09       88.192       0.0000       403.65       87.707       0.0000       403.58       88.247       0.0000    
           0.307608   403.08       88.226       0.0000       403.64       87.740       0.0000       403.57       88.280       0.0000    
           0.308022   403.06       88.344       0.0000       403.62       87.857       0.0000       403.54       88.397       0.0000    
           0.308022   403.06       88.344       0.0000       403.62       87.857       0.0000       403.54       88.397       0.0000    
           0.308283   403.04       88.418       0.0000       403.60       87.931       0.0000       403.52       88.470       0.0000    
           0.308792   403.02       88.563       0.0000       403.57       88.074       0.0000       403.49       88.614       0.0000    
           0.308792   403.02       88.563       0.0000       403.57       88.074       0.0000       403.49       88.614       0.0000    
           0.309019   403.00       88.627       0.0000       403.56       88.138       0.0000       403.47       88.677       0.0000    
           0.309386   402.98       88.731       0.0000       403.54       88.242       0.0000       403.45       88.781       0.0000    
           0.309386   402.98       88.731       0.0000       403.54       88.242       0.0000       403.45       88.781       0.0000    
           0.309491   402.98       88.761       0.0000       403.53       88.271       0.0000       403.44       88.810       0.0000    
           0.309893   402.95       88.875       0.0000       403.51       88.384       0.0000       403.41       88.923       0.0000    
           0.309893   402.95       88.875       0.0000       403.51       88.384       0.0000       403.41       88.923       0.0000    
           0.309977   402.95       88.899       0.0000       403.51       88.408       0.0000       403.40       88.947       0.0000    
           0.310500   402.92       89.048       0.0000       403.48       88.556       0.0000       403.37       89.094       0.0000    
           0.310500   402.92       89.048       0.0000       403.48       88.556       0.0000       403.37       89.094       0.0000    
           0.310733   402.91       89.114       0.0000       403.46       88.621       0.0000       403.35       89.160       0.0000    
           0.311277   402.88       89.268       0.0000       403.43       88.775       0.0000       403.31       89.313       0.0000    
           0.311277   402.88       89.268       0.0000       403.43       88.775       0.0000       403.31       89.313       0.0000    
           0.311656   402.85       89.376       0.0000       403.41       88.882       0.0000       403.29       89.419       0.0000    
           0.312051   402.83       89.488       0.0000       403.39       88.993       0.0000       403.26       89.530       0.0000    
           0.312051   402.83       89.488       0.0000       403.39       88.993       0.0000       403.26       89.530       0.0000    
           0.312182   402.82       89.525       0.0000       403.38       89.030       0.0000       403.25       89.567       0.0000    
           0.312432   402.81       89.596       0.0000       403.36       89.101       0.0000       403.23       89.637       0.0000    
           0.312432   402.81       89.596       0.0000       403.36       89.101       0.0000       403.23       89.637       0.0000    
           0.312848   402.79       89.714       0.0000       403.34       89.218       0.0000       403.20       89.754       0.0000    
           0.313346   402.76       89.856       0.0000       403.31       89.359       0.0000       403.17       89.894       0.0000    
           0.313346   402.76       89.856       0.0000       403.31       89.359       0.0000       403.17       89.894       0.0000    
           0.313443   402.75       89.883       0.0000       403.31       89.386       0.0000       403.16       89.921       0.0000    
           0.313655   402.74       89.943       0.0000       403.29       89.446       0.0000       403.15       89.981       0.0000    
           0.313655   402.74       89.943       0.0000       403.29       89.446       0.0000       403.15       89.981       0.0000    
           0.314098   402.72       90.069       0.0000       403.27       89.571       0.0000       403.11       90.105       0.0000    
           0.314629   402.69       90.220       0.0000       403.24       89.721       0.0000       403.08       90.254       0.0000    
           0.314629   402.69       90.220       0.0000       403.24       89.721       0.0000       403.08       90.254       0.0000    
           0.314665   402.68       90.230       0.0000       403.23       89.731       0.0000       403.07       90.264       0.0000    
           0.314850   402.67       90.282       0.0000       403.22       89.784       0.0000       403.06       90.316       0.0000    
           0.314850   402.67       90.282       0.0000       403.22       89.784       0.0000       403.06       90.316       0.0000    
           0.315015   402.67       90.329       0.0000       403.21       89.830       0.0000       403.05       90.362       0.0000    
           0.315609   402.63       90.498       0.0000       403.18       89.998       0.0000       403.01       90.529       0.0000    
           0.315609   402.63       90.498       0.0000       403.18       89.998       0.0000       403.01       90.529       0.0000    
           0.315804   402.62       90.553       0.0000       403.17       90.053       0.0000       402.99       90.584       0.0000    
           0.316267   402.59       90.684       0.0000       403.14       90.184       0.0000       402.96       90.713       0.0000    
           0.316267   402.59       90.684       0.0000       403.14       90.184       0.0000       402.96       90.713       0.0000    
           0.316366   402.59       90.712       0.0000       403.13       90.212       0.0000       402.95       90.741       0.0000    
           0.316798   402.57       90.835       0.0000       403.11       90.334       0.0000       402.92       90.862       0.0000    
           0.316798   402.57       90.835       0.0000       403.11       90.334       0.0000       402.92       90.862       0.0000    
           0.317378   402.53       90.999       0.0000       403.07       90.498       0.0000       402.88       91.025       0.0000    
           0.317378   402.53       90.999       0.0000       403.07       90.498       0.0000       402.88       91.025       0.0000    
           0.317900   402.50       91.147       0.0000       403.04       90.645       0.0000       402.84       91.171       0.0000    
           0.318479   402.47       91.311       0.0000       403.01       90.809       0.0000       402.80       91.333       0.0000    
           0.318479   402.47       91.311       0.0000       403.01       90.809       0.0000       402.80       91.333       0.0000    
           0.318551   402.47       91.332       0.0000       403.00       90.830       0.0000       402.79       91.353       0.0000    
           0.318658   402.46       91.362       0.0000       403.00       90.860       0.0000       402.78       91.383       0.0000    
           0.318658   402.46       91.362       0.0000       403.00       90.860       0.0000       402.78       91.383       0.0000    
           0.319050   402.44       91.473       0.0000       402.97       90.971       0.0000       402.76       91.493       0.0000    
           0.319606   402.41       91.631       0.0000       402.94       91.128       0.0000       402.72       91.649       0.0000    
           0.319606   402.41       91.631       0.0000       402.94       91.128       0.0000       402.72       91.649       0.0000    
           0.319650   402.41       91.644       0.0000       402.94       91.141       0.0000       402.71       91.661       0.0000    
           0.319886   402.39       91.710       0.0000       402.92       91.207       0.0000       402.69       91.727       0.0000    
           0.319886   402.39       91.710       0.0000       402.92       91.207       0.0000       402.69       91.727       0.0000    
           0.320441   402.36       91.868       0.0000       402.89       91.364       0.0000       402.65       91.882       0.0000    
           0.321025   402.33       92.033       0.0000       402.85       91.529       0.0000       402.61       92.045       0.0000    
           0.321025   402.33       92.033       0.0000       402.85       91.529       0.0000       402.61       92.045       0.0000    
           0.321068   402.33       92.045       0.0000       402.85       91.542       0.0000       402.61       92.057       0.0000    
           0.321142   402.32       92.066       0.0000       402.85       91.563       0.0000       402.60       92.078       0.0000    
           0.321142   402.32       92.066       0.0000       402.85       91.563       0.0000       402.60       92.078       0.0000    
           0.321379   402.31       92.133       0.0000       402.83       91.630       0.0000       402.58       92.144       0.0000    
           0.321964   402.28       92.299       0.0000       402.80       91.795       0.0000       402.54       92.308       0.0000    
           0.321964   402.28       92.299       0.0000       402.80       91.795       0.0000       402.54       92.308       0.0000    
           0.322285   402.26       92.390       0.0000       402.78       91.886       0.0000       402.52       92.398       0.0000    
           0.322676   402.24       92.501       0.0000       402.75       91.997       0.0000       402.49       92.507       0.0000    
           0.322676   402.24       92.501       0.0000       402.75       91.997       0.0000       402.49       92.507       0.0000    
           0.322968   402.22       92.583       0.0000       402.74       92.080       0.0000       402.46       92.589       0.0000    
           0.323276   402.21       92.670       0.0000       402.72       92.167       0.0000       402.44       92.674       0.0000    
           0.323276   402.21       92.670       0.0000       402.72       92.167       0.0000       402.44       92.674       0.0000    
           0.323311   402.20       92.681       0.0000       402.72       92.177       0.0000       402.44       92.684       0.0000    
           0.323648   402.18       92.776       0.0000       402.70       92.272       0.0000       402.41       92.778       0.0000    
           0.323648   402.18       92.776       0.0000       402.70       92.272       0.0000       402.41       92.778       0.0000    
           0.324221   402.15       92.938       0.0000       402.66       92.434       0.0000       402.37       92.938       0.0000    
           0.324814   402.12       93.106       0.0000       402.62       92.602       0.0000       402.32       93.104       0.0000    
           0.324814   402.12       93.106       0.0000       402.62       92.602       0.0000       402.32       93.104       0.0000    
           0.324873   402.12       93.123       0.0000       402.62       92.619       0.0000       402.32       93.121       0.0000    
           0.324873   402.12       93.123       0.0000       402.62       92.619       0.0000       402.32       93.121       0.0000    
           0.325034   402.11       93.168       0.0000       402.61       92.665       0.0000       402.31       93.166       0.0000    
           0.325658   402.08       93.345       0.0000       402.57       92.842       0.0000       402.26       93.340       0.0000    
           0.325658   200.92       93.345      6.91582-310   201.42       92.842      6.91582-310   201.11       93.340      6.91582-310
           0.326093   402.05       93.468       0.0000       402.54       92.965       0.0000       402.23       93.461       0.0000    
           0.326561   402.03       93.600       0.0000       402.52       93.097       0.0000       402.19       93.591       0.0000    
           0.326561   402.03       93.600       0.0000       402.52       93.097       0.0000       402.19       93.591       0.0000    
           0.326727   402.02       93.647       0.0000       402.51       93.144       0.0000       402.18       93.638       0.0000    
           0.326920   402.01       93.702       0.0000       402.49       93.199       0.0000       402.16       93.692       0.0000    
           0.326920   402.01       93.702       0.0000       402.49       93.199       0.0000       402.16       93.692       0.0000    
           0.327020   402.00       93.730       0.0000       402.49       93.228       0.0000       402.15       93.720       0.0000    
           0.327482   401.98       93.861       0.0000       402.46       93.358       0.0000       402.12       93.848       0.0000    
           0.327482   401.98       93.861       0.0000       402.46       93.358       0.0000       402.12       93.848       0.0000    
           0.327667   401.97       93.913       0.0000       402.45       93.411       0.0000       402.10       93.900       0.0000    
           0.328195   401.94       94.062       0.0000       402.41       93.561       0.0000       402.06       94.047       0.0000    
           0.328195   401.94       94.062       0.0000       402.41       93.561       0.0000       402.06       94.047       0.0000    
           0.328428   401.93       94.128       0.0000       402.40       93.627       0.0000       402.04       94.112       0.0000    
           0.328872   401.91       94.253       0.0000       402.37       93.752       0.0000       402.00       94.236       0.0000    
           0.328872   401.91       94.253       0.0000       402.37       93.752       0.0000       402.00       94.236       0.0000    
           0.329300   401.89       94.374       0.0000       402.34       93.874       0.0000       401.97       94.356       0.0000    
           0.329300   401.89       94.374       0.0000       402.34       93.874       0.0000       401.97       94.356       0.0000    
           0.329435   401.88       94.412       0.0000       402.34       93.912       0.0000       401.95       94.394       0.0000    
           0.330031   401.86       94.579       0.0000       402.30       94.081       0.0000       401.90       94.561       0.0000    
           0.330031   401.86       94.579       0.0000       402.30       94.081       0.0000       401.90       94.561       0.0000    
           0.330440   401.84       94.693       0.0000       402.27       94.197       0.0000       401.86       94.676       0.0000    
           0.330934   401.82       94.817       0.0000       402.24       94.337       0.0000       401.82       94.829       0.0000    
           0.330934   401.82       94.817       0.0000       402.24       94.337       0.0000       401.82       94.829       0.0000    
           0.331016   401.81       94.837       0.0000       402.24       94.360       0.0000       401.81       94.855       0.0000    
           0.331235   401.79       94.893       0.0000       402.22       94.423       0.0000       401.80       94.922       0.0000    
           0.331235   401.79       94.893       0.0000       402.22       94.423       0.0000       401.80       94.922       0.0000    
           0.331532   401.77       94.971       0.0000       402.20       94.507       0.0000       401.79       95.011       0.0000    
           0.332078   401.72       95.117       0.0000       402.17       94.662       0.0000       401.76       95.171       0.0000    
           0.332078   401.72       95.117       0.0000       402.17       94.662       0.0000       401.76       95.171       0.0000    
           0.332189   401.71       95.146       0.0000       402.16       94.693       0.0000       401.76       95.204       0.0000    
           0.332519   401.69       95.235       0.0000       402.14       94.787       0.0000       401.74       95.300       0.0000    
           0.332519   401.69       95.235       0.0000       402.14       94.787       0.0000       401.74       95.300       0.0000    
